time,cr
84,CR9B
96,CR9B
146,CR9B
105,CR9B
119,CR9B
92,CR9B
85,CR9B
95,CR9B
186,CR9B
210,CR9B
311,CR9B
164,CR9B
124,CR9B
101,CR9B
272,CR9B
109,CR9B
118,CR9B
260,CR9B
96,CR9B
230,CR9B
124,CR9B
88,CR9B
202,CR9B
118,CR9B
90,CR9B
113,CR9B
140,CR9B
115,CR9B
127,CR9B
115,CR9B
82,CR9B
125,CR9B
217,CR9B
101,CR9B
104,CR9B
96,CR9B
239,CR9B
91,CR9B
99,CR9B
83,CR9B
151,CR9B
101,CR9B
134,CR9B
151,CR9B
128,CR9B
99,CR9B
185,CR9B
131,CR9B
77,CR9B
120,CR9B
98,CR9B
83,CR9B
181,CR9B
150,CR9B
112,CR9B
108,CR9B
82,CR9B
196,CR9B
126,CR9B
133,CR9B
193,CR9B
91,CR9B
87,CR9B
87,CR9B
106,CR9B
158,CR9B
125,CR9B
94,CR9B
143,CR9B
192,CR9B
134,CR9B
109,CR9B
122,CR9B
177,CR9B
221,CR9B
119,CR9B
273,CR9B
119,CR9B
100,CR9B
93,CR9B
193,CR9B
102,CR9B
89,CR9B
178,CR9B
118,CR9B
101,CR9B
226,CR9B
186,CR9B
155,CR9B
218,CR9B
151,CR9B
88,CR9B
90,CR9B
118,CR9B
134,CR9B
210,CR9B
77,CR9B
297,CR9B
99,CR9B
96,CR9B
217,CR9B
158,CR9B
120,CR9B
79,CR9B
92,CR9B
106,CR9B
183,CR9B
154,CR9B
86,CR9B
86,CR9B
129,CR9B
244,CR9B
85,CR9B
147,CR9B
233,CR9B
144,CR9B
106,CR9B
88,CR9B
87,CR9B
85,CR9B
130,CR9B
99,CR9B
84,CR9B
92,CR9B
143,CR9B
159,CR9B
90,CR9B
101,CR9B
168,CR9B
92,CR9B
335,CR9B
342,CR9B
101,CR9B
89,CR9B
93,CR9B
147,CR9B
128,CR9B
152,CR9B
182,CR9B
121,CR9B
145,CR9B
98,CR9B
297,CR9B
309,CR9B
100,CR9B
77,CR9B
189,CR9B
122,CR9B
104,CR9B
101,CR9B
108,CR9B
85,CR9B
106,CR9B
125,CR9B
136,CR9B
113,CR9B
91,CR9B
89,CR9B
251,CR9B
90,CR9B
90,CR9B
122,CR9B
237,CR9B
156,CR9B
135,CR9B
216,CR9B
117,CR9B
82,CR9B
136,CR9B
100,CR9B
169,CR9B
134,CR9B
80,CR9B
127,CR9B
86,CR9B
101,CR9B
82,CR9B
102,CR9B
94,CR9B
89,CR9B
117,CR9B
107,CR9B
130,CR9B
312,CR9B
170,CR9B
84,CR9B
122,CR9B
139,CR9B
90,CR9B
79,CR9B
110,CR9B
88,CR9B
79,CR9B
94,CR9B
118,CR9B
91,CR9B
107,CR9B
193,CR9B
216,CR9B
155,CR9B
84,CR9B
141,CR9B
100,CR9B
147,CR9B
93,CR9B
102,CR9B
98,CR9B
89,CR9B
110,CR9B
95,CR9B
88,CR9B
85,CR9B
97,CR9B
89,CR9B
81,CR9B
127,CR9B
189,CR9B
99,CR9B
107,CR9B
110,CR9B
93,CR9B
96,CR9B
86,CR9B
243,CR9B
81,CR9B
113,CR9B
84,CR9B
92,CR9B
88,CR9B
89,CR9B
111,CR9B
179,CR9B
98,CR9B
87,CR9B
191,CR9B
244,CR9B
115,CR9B
173,CR9B
81,CR9B
112,CR9B
191,CR9B
88,CR9B
99,CR9B
84,CR9B
95,CR9B
83,CR9B
184,CR9B
337,CR9B
118,CR9B
94,CR9B
104,CR9B
93,CR9B
105,CR9B
237,CR9B
119,CR9B
244,CR9B
236,CR9B
87,CR9B
82,CR9B
311,CR9B
117,CR9B
231,CR9B
108,CR9B
95,CR9B
366,CR9B
106,CR9B
87,CR9B
107,CR9B
129,CR9B
195,CR9B
171,CR9B
93,CR9B
85,CR9B
79,CR9B
170,CR9B
111,CR9B
124,CR9B
204,CR9B
97,CR9B
81,CR9B
138,CR9B
193,CR9B
296,CR9B
94,CR9B
81,CR9B
240,CR9B
207,CR9B
104,CR9B
107,CR9B
101,CR9B
199,CR9B
87,CR9B
103,CR9B
107,CR9B
84,CR9B
147,CR9B
109,CR9B
222,CR9B
133,CR9B
187,CR9B
99,CR9B
124,CR9B
208,CR9B
216,CR9B
136,CR9B
148,CR9B
100,CR9B
101,CR9B
274,CR9B
255,CR9B
95,CR9B
242,CR9B
252,CR9B
86,CR9B
202,CR9B
126,CR9B
143,CR9B
153,CR9B
171,CR9B
105,CR9B
97,CR9B
89,CR9B
82,CR9B
96,CR9B
86,CR9B
123,CR9B
106,CR9B
81,CR9B
98,CR9B
85,CR9B
132,CR9B
166,CR9B
174,CR9B
132,CR9B
77,CR10B
196,CR10B
109,CR10B
78,CR10B
100,CR10B
138,CR10B
115,CR10B
108,CR10B
297,CR10B
94,CR10B
86,CR10B
111,CR10B
171,CR10B
76,CR10B
84,CR10B
75,CR10B
87,CR10B
232,CR10B
113,CR10B
217,CR10B
100,CR10B
116,CR10B
113,CR10B
124,CR10B
125,CR10B
106,CR10B
119,CR10B
232,CR10B
98,CR10B
184,CR10B
77,CR10B
83,CR10B
100,CR10B
168,CR10B
181,CR10B
127,CR10B
153,CR10B
104,CR10B
79,CR10B
80,CR10B
177,CR10B
114,CR10B
79,CR10B
74,CR10B
103,CR10B
78,CR10B
110,CR10B
86,CR10B
131,CR10B
99,CR10B
226,CR10B
130,CR10B
86,CR10B
81,CR10B
108,CR10B
119,CR10B
90,CR10B
118,CR10B
116,CR10B
120,CR10B
86,CR10B
81,CR10B
93,CR10B
90,CR10B
87,CR10B
89,CR10B
105,CR10B
225,CR10B
112,CR10B
138,CR10B
146,CR10B
101,CR10B
110,CR10B
113,CR10B
130,CR10B
159,CR10B
140,CR10B
136,CR10B
75,CR10B
117,CR10B
120,CR10B
80,CR10B
102,CR10B
79,CR10B
133,CR10B
86,CR10B
131,CR10B
77,CR10B
78,CR10B
239,CR10B
82,CR10B
160,CR10B
75,CR10B
96,CR10B
235,CR10B
84,CR10B
91,CR10B
137,CR10B
95,CR10B
199,CR10B
111,CR10B
100,CR10B
115,CR10B
89,CR10B
139,CR10B
234,CR10B
172,CR10B
80,CR10B
110,CR10B
101,CR10B
229,CR10B
76,CR10B
87,CR10B
121,CR10B
119,CR10B
77,CR10B
90,CR10B
101,CR10B
97,CR10B
100,CR10B
109,CR10B
81,CR10B
127,CR10B
217,CR10B
136,CR10B
84,CR10B
210,CR10B
194,CR10B
81,CR10B
209,CR10B
80,CR10B
82,CR10B
90,CR10B
120,CR10B
113,CR10B
84,CR10B
86,CR10B
264,CR10B
76,CR10B
91,CR10B
209,CR10B
84,CR10B
80,CR10B
116,CR10B
122,CR10B
96,CR10B
117,CR10B
177,CR10B
120,CR10B
497,CR10B
83,CR10B
90,CR10B
95,CR10B
82,CR10B
266,CR10B
87,CR10B
134,CR10B
90,CR10B
105,CR10B
139,CR10B
115,CR10B
103,CR10B
91,CR10B
127,CR10B
93,CR10B
212,CR10B
80,CR10B
130,CR10B
211,CR10B
165,CR10B
142,CR10B
107,CR10B
221,CR10B
122,CR10B
250,CR10B
116,CR10B
95,CR10B
205,CR10B
160,CR10B
101,CR10B
84,CR10B
109,CR10B
106,CR10B
82,CR10B
119,CR10B
136,CR10B
97,CR10B
101,CR10B
81,CR10B
118,CR10B
123,CR10B
99,CR10B
133,CR10B
292,CR10B
97,CR10B
148,CR10B
113,CR10B
80,CR10B
125,CR10B
96,CR10B
78,CR10B
81,CR10B
124,CR10B
106,CR10B
84,CR10B
98,CR10B
151,CR10B
82,CR10B
95,CR10B
179,CR10B
91,CR10B
228,CR10B
78,CR10B
97,CR10B
125,CR10B
100,CR10B
119,CR10B
83,CR10B
95,CR10B
155,CR10B
93,CR10B
123,CR10B
82,CR10B
98,CR10B
99,CR10B
122,CR10B
137,CR10B
94,CR10B
80,CR10B
98,CR10B
186,CR10B
88,CR10B
77,CR10B
111,CR10B
79,CR10B
88,CR10B
237,CR10B
92,CR10B
136,CR10B
117,CR10B
192,CR10B
138,CR10B
129,CR10B
82,CR10B
92,CR10B
121,CR10B
90,CR10B
91,CR10B
98,CR10B
79,CR10B
108,CR10B
113,CR10B
93,CR10B
89,CR10B
105,CR10B
92,CR10B
251,CR10B
129,CR10B
82,CR10B
77,CR10B
84,CR10B
86,CR10B
100,CR10B
76,CR10B
89,CR10B
79,CR10B
82,CR10B
85,CR10B
138,CR10B
101,CR10B
89,CR10B
115,CR10B
82,CR10B
93,CR10B
96,CR10B
149,CR10B
103,CR10B
87,CR10B
82,CR10B
94,CR10B
81,CR10B
81,CR10B
99,CR10B
78,CR10B
84,CR10B
209,CR10B
117,CR10B
88,CR10B
113,CR10B
260,CR10B
86,CR10B
242,CR10B
126,CR10B
84,CR10B
88,CR10B
84,CR10B
125,CR10B
209,CR10B
100,CR10B
98,CR10B
87,CR10B
192,CR10B
138,CR10B
103,CR10B
124,CR10B
170,CR10B
85,CR10B
162,CR10B
95,CR10B
113,CR10B
117,CR10B
83,CR10B
80,CR10B
105,CR10B
84,CR10B
98,CR10B
148,CR10B
103,CR10B
78,CR10B
84,CR10B
83,CR10B
116,CR10B
193,CR10B
120,CR10B
182,CR10B
107,CR10B
117,CR10B
267,CR10B
96,CR10B
86,CR10B
228,CR10B
86,CR10B
93,CR10B
274,CR10B
155,CR10B
116,CR10B
82,CR10B
96,CR10B
80,CR10B
91,CR10B
93,CR10B
99,CR10B
118,CR10B
83,CR10B
152,CR10B
83,CR10B
113,CR10B
120,CR10B
106,CR10B
73,CR10B
200,CR10B
107,CR10B
80,CR10B
94,CR10B
87,CR10B
122,CR10B
163,CR10B
87,CR10B
88,CR10B
92,CR10B
187,CR10B
174,CR10B
82,CR10B
138,CR10B
76,CR10B
82,CR10B
77,CR10B
74,CR10B
165,CR10B
85,CR10B
197,CR10B
85,CR10B
194,CR10B
83,CR10B
138,CR10B
128,CR10B
139,CR10B
129,CR10B
195,CR10B
79,CR10B
84,CR10B
158,CR10B
81,CR10B
175,CR10B
94,CR10B
140,CR10B
105,CR10B
87,CR10B
88,CR10B
82,CR10B
118,CR10B
100,CR10B
91,CR10B
97,CR10B
119,CR10B
89,CR10B
82,CR10B
103,CR10B
96,CR10B
85,CR10B
78,CR10B
79,CR10B
92,CR10B
135,CR10B
140,CR10B
125,CR10B
105,CR10B
124,CR10B
87,CR10B
100,CR10B
129,CR10B
186,CR10B
227,CR10B
92,CR10B
80,CR10B
186,CR10B
107,CR10B
84,CR10B
79,CR10B
97,CR10B
93,CR10B
210,CR10B
117,CR10B
93,CR10B
133,CR10B
78,CR10B
91,CR10B
93,CR10B
184,CR10B
181,CR10B
125,CR10B
124,CR10B
300,CR10B
80,CR10B
88,CR10B
179,CR10B
133,CR10B
170,CR10B
100,CR10B
102,CR10B
84,CR10B
86,CR10B
80,CR10B
175,CR10B
212,CR10B
78,CR10B
84,CR10B
84,CR10B
96,CR10B
161,CR10B
91,CR10B
141,CR10B
110,CR10B
142,CR10B
94,CR10B
85,CR10B
103,CR10B
99,CR10B
162,CR10B
111,CR10B
182,CR10B
91,CR10B
139,CR10B
83,CR10B
98,CR10B
79,CR10B
91,CR10B
82,CR10B
105,CR10B
90,CR10B
137,CR10B
129,CR10B
208,CR10B
102,CR10B
139,CR10B
160,CR10B
86,CR10B
116,CR10B
90,CR10B
88,CR10B
151,CR10B
85,CR10B
157,CR10B
79,CR10B
139,CR10B
95,CR10B
86,CR10B
204,CR10B
107,CR10B
155,CR10B
140,CR10B
123,CR10B
211,CR10B
138,CR10B
174,CR10B
86,CR10B
151,CR10B
123,CR10B
122,CR10B
80,CR10B
93,CR10B
92,CR10B
84,CR10B
83,CR10B
177,CR10B
211,CR10B
77,CR10B
107,CR10B
175,CR10B
123,CR10B
82,CR10B
341,CR10B
130,CR10B
114,CR10B
84,CR10B
104,CR10B
112,CR10B
80,CR10B
132,CR10B
75,CR10B
137,CR10B
183,CR10B
125,CR10B
114,CR10B
96,CR10B
193,CR10B
82,CR10B
74,CR10B
127,CR10B
103,CR10B
94,CR10B
121,CR10B
98,CR10B
86,CR10B
86,CR10B
182,CR10B
77,CR10B
159,CR10B
84,CR10B
77,CR10B
77,CR10B
178,CR10B
78,CR10B
80,CR10B
86,CR10B
131,CR10B
115,CR10B
76,CR10B
118,CR10B
103,CR10B
91,CR10B
124,CR10B
93,CR10B
90,CR10B
77,CR10B
84,CR10B
112,CR10B
97,CR10B
182,CR10B
92,CR10B
91,CR10B
117,CR10B
284,CR10B
87,CR10B
435,CR10B
211,CR10B
110,CR10B
79,CR10B
98,CR10B
82,CR10B
88,CR10B
92,CR10B
83,CR10B
177,CR10B
124,CR10B
90,CR10B
88,CR10B
82,CR10B
89,CR10B
170,CR10B
86,CR10B
121,CR10B
103,CR10B
111,CR10B
83,CR10B
145,CR10B
94,CR10B
241,CR10B
93,CR10B
114,CR10B
109,CR10B
78,CR10B
135,CR10B
276,CR10B
98,CR10B
87,CR10B
125,CR10B
161,CR10B
105,CR10B
191,CR10B
140,CR10B
160,CR10B
78,CR10B
161,CR10B
116,CR10B
91,CR10B
82,CR10B
77,CR10B
81,CR10B
205,CR10B
122,CR10B
114,CR10B
162,CR10B
103,CR10B
210,CR10B
172,CR10B
255,CR10B
130,CR10B
96,CR10B
149,CR10B
76,CR10B
85,CR10B
84,CR10B
88,CR10B
196,CR10B
114,CR10B
82,CR10B
93,CR10B
83,CR10B
80,CR10B
93,CR10B
123,CR10B
124,CR10B
108,CR10B
81,CR10B
79,CR10B
127,CR10B
90,CR10B
121,CR10B
91,CR10B
99,CR10B
191,CR10B
106,CR10B
104,CR10B
81,CR10B
113,CR10B
157,CR10B
193,CR10B
85,CR10B
121,CR10B
107,CR10B
78,CR10B
189,CR10B
348,CR10B
80,CR10B
74,CR10B
170,CR10B
110,CR10B
83,CR10B
126,CR10B
184,CR10B
84,CR10B
219,CR10B
145,CR10B
84,CR10B
96,CR10B
83,CR10B
150,CR10B
104,CR10B
95,CR10B
84,CR10B
93,CR10B
85,CR10B
210,CR10B
146,CR10B
87,CR10B
97,CR10B
90,CR10B
138,CR10B
116,CR10B
81,CR10B
97,CR10B
87,CR10B
98,CR10B
84,CR10B
83,CR10B
172,CR10B
116,CR10B
81,CR10B
103,CR10B
102,CR10B
116,CR10B
115,CR10B
96,CR10B
121,CR10B
82,CR10B
102,CR10B
91,CR10B
93,CR10B
105,CR10B
82,CR10B
81,CR10B
115,CR10B
124,CR10B
99,CR10B
104,CR10B
93,CR10B
86,CR10B
131,CR10B
178,CR10B
99,CR10B
87,CR10B
147,CR10B
93,CR10B
142,CR10B
88,CR10B
94,CR10B
121,CR10B
82,CR10B
130,CR10B
80,CR10B
100,CR10B
85,CR10B
196,CR10B
157,CR10B
80,CR10B
243,CR10B
101,CR10B
82,CR10B
202,CR10B
107,CR10B
78,CR10B
195,CR10B
102,CR10B
80,CR10B
87,CR10B
164,CR10B
78,CR10B
82,CR10B
173,CR10B
85,CR10B
100,CR10B
80,CR10B
225,CR10B
158,CR10B
104,CR10B
77,CR10B
88,CR10B
106,CR10B
190,CR10B
102,CR10B
83,CR10B
221,CR10B
196,CR10B
87,CR10B
175,CR10B
147,CR10B
158,CR10B
133,CR10B
158,CR10B
88,CR10B
85,CR10B
94,CR10B
91,CR10B
85,CR10B
204,CR10B
80,CR10B
261,CR10B
233,CR10B
260,CR10B
91,CR10B
79,CR10B
106,CR10B
81,CR10B
166,CR10B
179,CR10B
83,CR10B
105,CR10B
89,CR10B
121,CR10B
230,CR10B
86,CR10B
174,CR10B
162,CR10B
81,CR10B
148,CR10B
84,CR10B
72,CR10B
85,CR10B
167,CR10B
189,CR10B
93,CR10B
86,CR10B
96,CR10B
89,CR10B
82,CR10B
77,CR10B
198,CR10B
95,CR10B
142,CR10B
89,CR10B
140,CR10B
79,CR10B
135,CR10B
103,CR10B
79,CR10B
106,CR10B
156,CR10B
126,CR10B
106,CR10B
116,CR10B
202,CR10B
196,CR10B
197,CR10B
234,CR10B
173,CR10B
115,CR10B
103,CR10B
118,CR10B
103,CR10B
128,CR10B
119,CR10B
87,CR10B
110,CR10B
86,CR10B
141,CR10B
101,CR10B
104,CR10B
76,CR10B
164,CR10B
84,CR10B
217,CR10B
126,CR10B
90,CR10B
101,CR10B
95,CR10B
8,CR1A
11,CR1A
10,CR1A
14,CR1A
10,CR1A
13,CR1A
16,CR1A
10,CR1A
8,CR1A
11,CR1A
8,CR1A
20,CR1A
18,CR1A
10,CR1A
17,CR1A
8,CR1A
10,CR1A
17,CR1A
17,CR1A
11,CR1A
15,CR1A
10,CR1A
11,CR1A
24,CR1A
18,CR1A
13,CR1A
10,CR1A
9,CR1A
9,CR1A
14,CR1A
8,CR1A
23,CR1A
14,CR1A
15,CR1A
13,CR1A
17,CR1A
9,CR1A
8,CR1A
7,CR1A
8,CR1A
17,CR1A
16,CR1A
8,CR1A
8,CR1A
13,CR1A
9,CR1A
18,CR1A
8,CR1A
10,CR1A
13,CR1A
8,CR1A
10,CR1A
8,CR1A
12,CR1A
8,CR1A
8,CR1A
10,CR1A
102,CR4A
48,CR4A
73,CR4A
52,CR4A
47,CR4A
44,CR4A
85,CR4A
113,CR4A
85,CR4A
47,CR4A
41,CR4A
56,CR4A
45,CR4A
63,CR4A
41,CR4A
53,CR4A
72,CR4A
50,CR4A
40,CR4A
66,CR4A
46,CR4A
72,CR4A
62,CR4A
90,CR4A
45,CR4A
52,CR4A
74,CR4A
42,CR4A
58,CR4A
90,CR4A
81,CR4A
48,CR4A
71,CR4A
140,CR4A
41,CR4A
39,CR4A
68,CR4A
82,CR4A
68,CR4A
46,CR4A
56,CR4A
44,CR4A
65,CR4A
113,CR4A
53,CR4A
46,CR4A
45,CR4A
56,CR4A
96,CR4A
48,CR4A
53,CR4A
54,CR4A
40,CR4A
65,CR4A
55,CR4A
66,CR4A
66,CR4A
459,CR11A
227,CR11A
166,CR11A
249,CR11A
219,CR11A
479,CR11A
349,CR11A
327,CR11A
296,CR11A
238,CR11A
244,CR11A
417,CR11A
315,CR11A
155,CR11A
397,CR11A
441,CR11A
266,CR11A
313,CR11A
210,CR11A
279,CR11A
422,CR11A
252,CR11A
491,CR11A
443,CR11A
425,CR11A
483,CR11A
279,CR11A
411,CR11A
447,CR11A
305,CR11A
308,CR11A
350,CR11A
220,CR11A
303,CR11A
222,CR11A
397,CR11A
418,CR11A
387,CR11A
197,CR11A
254,CR11A
427,CR11A
367,CR11A
303,CR11A
323,CR11A
235,CR11A
497,CR11A
403,CR11A
306,CR11A
266,CR11A
318,CR11A
234,CR11A
422,CR11A
208,CR11A
444,CR11A
355,CR11A
265,CR11A
239,CR11A
312,CR12A
218,CR12A
283,CR12A
317,CR12A
184,CR12A
264,CR12A
175,CR12A
207,CR12A
347,CR12A
164,CR12A
152,CR12A
192,CR12A
144,CR12A
214,CR12A
249,CR12A
179,CR12A
287,CR12A
119,CR12A
481,CR12A
343,CR12A
208,CR12A
213,CR12A
207,CR13A
262,CR13A
228,CR13A
433,CR13A
188,CR13A
163,CR13A
138,CR13A
141,CR13A
267,CR13A
149,CR13A
152,CR13A
117,CR13A
230,CR13A
231,CR13A
143,CR13A
119,CR13A
329,CR13A
126,CR13A
144,CR13A
370,CR13A
158,CR13A
130,CR13A
136,CR14A
193,CR14A
134,CR14A
125,CR14A
138,CR14A
151,CR14A
165,CR14A
133,CR14A
129,CR14A
173,CR14A
273,CR14A
244,CR14A
145,CR14A
179,CR14A
271,CR14A
176,CR14A
246,CR14A
167,CR14A
249,CR14A
155,CR14A
204,CR14A
395,CR14A
59,CR5A
55,CR5A
78,CR5A
68,CR5A
87,CR5A
93,CR5A
56,CR5A
111,CR5A
88,CR5A
93,CR5A
64,CR5A
66,CR5A
72,CR5A
65,CR5A
66,CR5A
73,CR5A
81,CR5A
142,CR5A
83,CR5A
135,CR5A
183,CR5A
133,CR5A
141,CR5A
68,CR5A
76,CR5A
256,CR5A
47,CR5A
72,CR5A
75,CR5A
71,CR5A
63,CR5A
56,CR5A
88,CR5A
62,CR5A
45,CR5A
82,CR5A
60,CR5A
85,CR5A
94,CR5A
102,CR5A
49,CR5A
79,CR5A
217,CR5A
88,CR5A
79,CR5A
63,CR5A
95,CR5A
119,CR5A
90,CR5A
79,CR5A
69,CR5A
48,CR5A
128,CR5A
74,CR5A
152,CR5A
61,CR5A
104,CR5A
60,CR6A
54,CR6A
65,CR6A
55,CR6A
65,CR6A
57,CR6A
65,CR6A
73,CR6A
94,CR6A
63,CR6A
56,CR6A
54,CR6A
87,CR6A
115,CR6A
55,CR6A
147,CR6A
51,CR6A
79,CR6A
51,CR6A
88,CR6A
160,CR6A
58,CR6A
62,CR6A
57,CR6A
74,CR6A
123,CR6A
107,CR6A
69,CR6A
45,CR6A
71,CR6A
80,CR6A
71,CR6A
58,CR6A
71,CR6A
89,CR6A
86,CR6A
55,CR6A
64,CR6A
109,CR6A
62,CR6A
97,CR6A
63,CR6A
126,CR6A
97,CR6A
103,CR6A
73,CR6A
63,CR6A
113,CR6A
101,CR6A
76,CR6A
97,CR6A
81,CR6A
62,CR6A
45,CR6A
103,CR6A
49,CR6A
49,CR6A
115,CR8A
117,CR8A
89,CR8A
108,CR8A
115,CR8A
94,CR8A
115,CR8A
99,CR8A
84,CR8A
211,CR8A
12,CR2A
11,CR2A
10,CR2A
17,CR2A
17,CR2A
10,CR2A
13,CR2A
8,CR2A
12,CR2A
8,CR2A
17,CR2A
8,CR2A
8,CR2A
7,CR2A
7,CR2A
10,CR2A
9,CR2A
10,CR2A
11,CR2A
10,CR2A
12,CR2A
25,CR2A
17,CR2A
16,CR2A
15,CR2A
14,CR2A
7,CR2A
10,CR2A
14,CR2A
17,CR2A
13,CR2A
8,CR2A
12,CR2A
14,CR2A
9,CR2A
10,CR2A
9,CR2A
9,CR2A
8,CR2A
5,CR2A
9,CR2A
13,CR2A
10,CR2A
8,CR2A
9,CR2A
12,CR2A
9,CR2A
15,CR2A
13,CR2A
9,CR2A
9,CR2A
10,CR2A
14,CR2A
7,CR2A
7,CR2A
7,CR2A
10,CR2A
8,CR2A
8,CR2A
7,CR2A
7,CR2A
7,CR2A
9,CR2A
10,CR2A
10,CR2A
12,CR2A
8,CR2A
7,CR2A
9,CR2A
7,CR2A
7,CR2A
10,CR2A
13,CR2A
8,CR2A
8,CR2A
10,CR2A
13,CR2A
11,CR2A
12,CR2A
17,CR2A
14,CR2A
13,CR2A
14,CR2A
23,CR2A
18,CR2A
16,CR2A
12,CR2A
12,CR2A
12,CR2A
10,CR2A
10,CR2A
8,CR2A
17,CR2A
13,CR2A
8,CR2A
18,CR2A
9,CR2A
9,CR2A
20,CR2A
9,CR2A
6,CR2A
10,CR2A
10,CR2A
15,CR2A
9,CR2A
10,CR2A
8,CR2A
10,CR2A
14,CR2A
9,CR2A
7,CR2A
10,CR2A
10,CR2A
12,CR2A
10,CR2A
15,CR2A
10,CR2A
10,CR2A
8,CR2A
14,CR2A
8,CR2A
13,CR2A
8,CR2A
6,CR2A
6,CR2A
11,CR2A
8,CR2A
9,CR2A
6,CR2A
11,CR2A
10,CR2A
17,CR2A
29,CR2A
7,CR2A
11,CR2A
12,CR2A
11,CR2A
10,CR2A
8,CR2A
9,CR2A
5,CR2A
15,CR2A
14,CR2A
17,CR2A
12,CR2A
12,CR2A
14,CR2A
10,CR2A
9,CR2A
15,CR2A
17,CR2A
8,CR2A
14,CR2A
15,CR2A
9,CR2A
9,CR2A
9,CR2A
11,CR2A
10,CR2A
9,CR2A
9,CR2A
13,CR2A
10,CR2A
9,CR2A
13,CR2A
7,CR2A
14,CR2A
8,CR2A
14,CR2A
6,CR2A
14,CR2A
10,CR2A
6,CR2A
13,CR2A
11,CR2A
10,CR2A
13,CR2A
7,CR2A
13,CR2A
13,CR2A
10,CR2A
33,CR2A
17,CR2A
7,CR2A
10,CR2A
9,CR2A
8,CR2A
15,CR2A
14,CR2A
13,CR2A
6,CR2A
5,CR2A
15,CR2A
7,CR2A
7,CR2A
8,CR2A
16,CR2A
15,CR2A
65,CR7A
100,CR7A
51,CR7A
75,CR7A
94,CR7A
87,CR7A
102,CR7A
72,CR7A
51,CR7A
82,CR7A
125,CR7A
64,CR7A
55,CR7A
97,CR7A
65,CR7A
53,CR7A
146,CR7A
82,CR7A
129,CR7A
73,CR7A
123,CR7A
80,CR7A
61,CR7A
65,CR7A
65,CR7A
127,CR7A
64,CR7A
57,CR7A
95,CR7A
52,CR7A
63,CR7A
111,CR7A
85,CR7A
79,CR7A
70,CR7A
58,CR7A
116,CR7A
64,CR7A
98,CR7A
53,CR7A
97,CR7A
59,CR7A
332,CR7A
69,CR7A
110,CR7A
63,CR7A
81,CR7A
90,CR7A
57,CR7A
101,CR7A
77,CR7A
100,CR7A
58,CR7A
84,CR7A
60,CR7A
102,CR7A
82,CR7A
80,CR7A
59,CR7A
75,CR7A
91,CR7A
66,CR7A
69,CR7A
61,CR7A
64,CR7A
79,CR7A
97,CR7A
114,CR7A
54,CR7A
67,CR7A
78,CR7A
99,CR7A
66,CR7A
63,CR7A
109,CR7A
101,CR7A
60,CR7A
60,CR7A
55,CR7A
84,CR7A
59,CR7A
61,CR7A
50,CR7A
71,CR7A
108,CR7A
84,CR7A
151,CR7A
101,CR7A
52,CR7A
109,CR7A
47,CR7A
136,CR7A
101,CR7A
123,CR7A
51,CR7A
71,CR7A
66,CR7A
157,CR7A
97,CR7A
88,CR7A
79,CR7A
188,CR7A
63,CR7A
52,CR7A
93,CR7A
72,CR7A
83,CR7A
141,CR7A
62,CR7A
71,CR7A
71,CR7A
66,CR7A
62,CR7A
99,CR7A
49,CR7A
68,CR7A
58,CR7A
71,CR7A
70,CR7A
60,CR7A
51,CR7A
104,CR7A
119,CR7A
63,CR7A
103,CR7A
77,CR7A
66,CR7A
112,CR7A
110,CR7A
59,CR7A
64,CR7A
63,CR7A
57,CR7A
74,CR7A
142,CR7A
64,CR7A
78,CR7A
103,CR7A
112,CR7A
116,CR7A
68,CR7A
64,CR7A
79,CR7A
62,CR7A
50,CR7A
55,CR7A
93,CR7A
64,CR7A
59,CR7A
16,CR3A
14,CR3A
13,CR3A
121,CR3A
16,CR3A
17,CR3A
22,CR3A
14,CR3A
10,CR3A
11,CR3A
9,CR3A
10,CR3A
22,CR3A
11,CR3A
9,CR3A
14,CR3A
10,CR3A
21,CR3A
11,CR3A
9,CR3A
22,CR3A
10,CR3A
12,CR3A
17,CR3A
9,CR3A
15,CR3A
9,CR3A
9,CR3A
11,CR3A
19,CR3A
21,CR3A
16,CR3A
11,CR3A
14,CR3A
16,CR3A
12,CR3A
9,CR3A
8,CR3A
9,CR3A
10,CR3A
15,CR3A
21,CR3A
13,CR3A
12,CR3A
18,CR3A
10,CR3A
16,CR3A
11,CR3A
10,CR3A
11,CR3A
14,CR3A
8,CR3A
11,CR3A
9,CR3A
10,CR3A
15,CR3A
8,CR3A
9,CR3A
16,CR3A
9,CR3A
7,CR3A
16,CR3A
7,CR3A
16,CR3A
9,CR3A
12,CR3A
8,CR3A
7,CR3A
14,CR3A
12,CR3A
10,CR3A
12,CR3A
10,CR3A
8,CR3A
19,CR3A
9,CR3A
9,CR3A
16,CR3A
12,CR3A
12,CR3A
20,CR3A
11,CR3A
11,CR3A
7,CR3A
11,CR3A
8,CR3A
8,CR3A
9,CR3A
10,CR3A
7,CR3A
9,CR3A
9,CR3A
7,CR3A
13,CR3A
15,CR3A
10,CR3A
10,CR3A
12,CR3A
15,CR3A
10,CR3A
11,CR3A
8,CR3A
13,CR3A
11,CR3A
9,CR3A
10,CR3A
12,CR3A
15,CR3A
10,CR3A
13,CR3A
7,CR3A
13,CR3A
14,CR3A
12,CR3A
16,CR3A
12,CR3A
16,CR3A
12,CR3A
11,CR3A
11,CR3A
17,CR3A
