time,model_name,size
558,S4,21061
201,S4,21061
168,S4,21061
339,S4,21061
210,S4,21061
208,S4,21061
186,S4,21061
273,S4,21061
163,S4,21061
202,S4,21061
247,S4,21061
207,S4,21061
186,S4,21061
195,S4,21061
197,S4,21061
184,S4,21061
235,S4,21061
211,S4,21061
438,S4,21061
171,S4,21061
193,S4,21061
203,S4,21061
241,S4,21061
202,S4,21061
303,S4,21061
190,S4,21061
192,S4,21061
220,S4,21061
207,S4,21061
320,S4,21061
231,S4,21061
243,S4,21061
199,S4,21061
190,S4,21061
297,S4,21061
321,S4,21061
221,S4,21061
170,S4,21061
188,S4,21061
366,S4,21061
451,S4,21061
476,S4,21061
177,S4,21061
217,S4,21061
404,S4,21061
634,S4,21061
216,S4,21061
300,S4,21061
222,S4,21061
171,S4,21061
285,S4,21061
170,S4,21061
190,S4,21061
174,S4,21061
585,S4,21061
241,S4,21061
214,S4,21061
213,S4,21061
464,S4,21061
220,S4,21061
335,S4,21061
199,S4,21061
175,S4,21061
381,S4,21061
507,S4,21061
167,S4,21061
171,S4,21061
203,S4,21061
258,S4,21061
306,S4,21061
224,S4,21061
330,S4,21061
367,S4,21061
220,S4,21061
189,S4,21061
284,S4,21061
166,S4,21061
523,S4,21061
710,S4,21061
182,S4,21061
231,S4,21061
180,S4,21061
187,S4,21061
190,S4,21061
380,S4,21061
340,S4,21061
203,S4,21061
549,S4,21061
215,S4,21061
253,S4,21061
565,S4,21061
241,S4,21061
173,S4,21061
223,S4,21061
314,S4,21061
279,S4,21061
206,S4,21061
270,S4,21061
215,S4,21061
237,S4,21061
205,S4,21061
273,S4,21061
262,S4,21061
227,S4,21061
536,S4,21061
221,S4,21061
473,S4,21061
470,S4,21061
215,S4,21061
210,S4,21061
264,S4,21061
311,S4,21061
426,S4,21061
314,S4,21061
168,S4,21061
212,S4,21061
174,S4,21061
220,S4,21061
581,S4,21061
231,S4,21061
234,S4,21061
173,S4,21061
230,S4,21061
225,S4,21061
237,S4,21061
211,S4,21061
171,S4,21061
184,S4,21061
317,S4,21061
232,S4,21061
164,S4,21061
121,S4,21061
105,S4,21061
146,S4,21061
62,S4,21061
50,S4,21061
45,S4,21061
68,S4,21061
54,S4,21061
72,S4,21061
67,S4,21061
58,S4,21061
64,S4,21061
43,S4,21061
98,S4,21061
59,S4,21061
112,S4,21061
82,S4,21061
70,S4,21061
58,S4,21061
78,S4,21061
43,S4,21061
65,S4,21061
306,S4,21061
52,S4,21061
80,S4,21061
51,S4,21061
61,S4,21061
51,S4,21061
112,S4,21061
120,S4,21061
112,S4,21061
73,S4,21061
75,S4,21061
194,S4,21061
49,S4,21061
40,S4,21061
80,S4,21061
40,S4,21061
78,S4,21061
51,S4,21061
67,S4,21061
88,S4,21061
79,S4,21061
200,S4,21061
97,S4,21061
215,S4,21061
54,S4,21061
87,S4,21061
73,S4,21061
41,S4,21061
86,S4,21061
74,S4,21061
63,S4,21061
51,S4,21061
45,S4,21061
50,S4,21061
64,S4,21061
66,S4,21061
48,S4,21061
168,S4,21061
66,S4,21061
46,S4,21061
53,S4,21061
37,S4,21061
87,S4,21061
54,S4,21061
67,S4,21061
59,S4,21061
124,S4,21061
87,S4,21061
66,S4,21061
59,S4,21061
76,S4,21061
63,S4,21061
74,S4,21061
44,S4,21061
56,S4,21061
160,S4,21061
44,S4,21061
115,S4,21061
46,S4,21061
81,S4,21061
85,S4,21061
103,S4,21061
53,S4,21061
42,S4,21061
91,S4,21061
52,S4,21061
109,S4,21061
81,S4,21061
57,S4,21061
100,S4,21061
52,S4,21061
39,S4,21061
66,S4,21061
79,S4,21061
62,S4,21061
56,S4,21061
57,S4,21061
56,S4,21061
117,S4,21061
62,S4,21061
41,S4,21061
97,S4,21061
165,S4,21061
55,S4,21061
62,S4,21061
40,S4,21061
48,S4,21061
49,S4,21061
58,S4,21061
120,S4,21061
58,S4,21061
41,S4,21061
50,S4,21061
66,S4,21061
41,S4,21061
65,S4,21061
57,S4,21061
54,S4,21061
56,S4,21061
47,S4,21061
84,S4,21061
50,S4,21061
40,S4,21061
59,S4,21061
66,S4,21061
75,S4,21061
82,S4,21061
42,S4,21061
47,S4,21061
66,S4,21061
41,S4,21061
46,S4,21061
65,S4,21061
113,S4,21061
75,S4,21061
74,S4,21061
36,S4,21061
40,S4,21061
53,S4,21061
45,S4,21061
50,S4,21061
43,S4,21061
41,S4,21061
35,S4,21061
39,S4,21061
46,S4,21061
45,S4,21061
49,S4,21061
170,S4,21061
70,S4,21061
54,S4,21061
39,S4,21061
41,S4,21061
51,S4,21061
81,S4,21061
99,S4,21061
60,S4,21061
78,S4,21061
52,S4,21061
35,S4,21061
44,S4,21061
144,S4,21061
47,S4,21061
57,S4,21061
52,S4,21061
69,S4,21061
44,S4,21061
54,S4,21061
110,S4,21061
80,S4,21061
117,S4,21061
40,S4,21061
38,S4,21061
42,S4,21061
57,S4,21061
58,S4,21061
61,S4,21061
62,S4,21061
47,S4,21061
57,S4,21061
57,S4,21061
44,S4,21061
54,S4,21061
93,S4,21061
41,S4,21061
42,S4,21061
44,S4,21061
48,S4,21061
51,S4,21061
45,S4,21061
34,S4,21061
81,S4,21061
36,S4,21061
63,S4,21061
50,S4,21061
93,S4,21061
43,S4,21061
67,S4,21061
40,S4,21061
50,S4,21061
60,S4,21061
47,S4,21061
54,S4,21061
80,S4,21061
123,S4,21061
106,S4,21061
42,S4,21061
121,S4,21061
42,S4,21061
45,S4,21061
90,S4,21061
104,S4,21061
97,S4,21061
41,S4,21061
108,S4,21061
106,S4,21061
117,S4,21061
137,S4,21061
127,S4,21061
156,S4,21061
230,S4,21061
150,S4,21061
116,S4,21061
117,S4,21061
208,S4,21061
116,S4,21061
119,S4,21061
205,S4,21061
133,S4,21061
106,S4,21061
166,S4,21061
150,S4,21061
9,S4,21061
6,S4,21061
5,S4,21061
43,S4,21061
6,S4,21061
13,S4,21061
7,S4,21061
12,S4,21061
8,S4,21061
10,S4,21061
12,S4,21061
14,S4,21061
13,S4,21061
8,S4,21061
9,S4,21061
15,S4,21061
9,S4,21061
13,S4,21061
13,S4,21061
6,S4,21061
8,S4,21061
16,S4,21061
11,S4,21061
6,S4,21061
8,S4,21061
11,S4,21061
6,S4,21061
19,S4,21061
16,S4,21061
12,S4,21061
8,S4,21061
16,S4,21061
7,S4,21061
8,S4,21061
6,S4,21061
7,S4,21061
6,S4,21061
5,S4,21061
16,S4,21061
24,S4,21061
9,S4,21061
8,S4,21061
6,S4,21061
12,S4,21061
24,S4,21061
12,S4,21061
10,S4,21061
8,S4,21061
15,S4,21061
6,S4,21061
14,S4,21061
12,S4,21061
18,S4,21061
10,S4,21061
9,S4,21061
7,S4,21061
11,S4,21061
7,S4,21061
6,S4,21061
9,S4,21061
9,S4,21061
4,S4,21061
23,S4,21061
10,S4,21061
7,S4,21061
15,S4,21061
6,S4,21061
9,S4,21061
9,S4,21061
11,S4,21061
9,S4,21061
7,S4,21061
6,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
8,S4,21061
24,S4,21061
10,S4,21061
10,S4,21061
18,S4,21061
13,S4,21061
10,S4,21061
5,S4,21061
17,S4,21061
9,S4,21061
9,S4,21061
6,S4,21061
9,S4,21061
10,S4,21061
7,S4,21061
12,S4,21061
7,S4,21061
7,S4,21061
8,S4,21061
6,S4,21061
6,S4,21061
7,S4,21061
9,S4,21061
6,S4,21061
8,S4,21061
9,S4,21061
8,S4,21061
10,S4,21061
9,S4,21061
8,S4,21061
16,S4,21061
6,S4,21061
10,S4,21061
11,S4,21061
11,S4,21061
8,S4,21061
8,S4,21061
8,S4,21061
9,S4,21061
6,S4,21061
8,S4,21061
10,S4,21061
20,S4,21061
8,S4,21061
6,S4,21061
11,S4,21061
8,S4,21061
8,S4,21061
9,S4,21061
6,S4,21061
10,S4,21061
6,S4,21061
10,S4,21061
6,S4,21061
9,S4,21061
9,S4,21061
6,S4,21061
9,S4,21061
9,S4,21061
8,S4,21061
8,S4,21061
8,S4,21061
8,S4,21061
7,S4,21061
9,S4,21061
9,S4,21061
8,S4,21061
6,S4,21061
7,S4,21061
12,S4,21061
8,S4,21061
15,S4,21061
11,S4,21061
10,S4,21061
7,S4,21061
9,S4,21061
11,S4,21061
6,S4,21061
7,S4,21061
6,S4,21061
14,S4,21061
15,S4,21061
8,S4,21061
8,S4,21061
17,S4,21061
15,S4,21061
9,S4,21061
10,S4,21061
7,S4,21061
11,S4,21061
12,S4,21061
11,S4,21061
7,S4,21061
7,S4,21061
6,S4,21061
9,S4,21061
24,S4,21061
8,S4,21061
7,S4,21061
9,S4,21061
13,S4,21061
8,S4,21061
9,S4,21061
9,S4,21061
10,S4,21061
11,S4,21061
19,S4,21061
12,S4,21061
30,S4,21061
8,S4,21061
6,S4,21061
6,S4,21061
11,S4,21061
16,S4,21061
10,S4,21061
10,S4,21061
12,S4,21061
9,S4,21061
7,S4,21061
6,S4,21061
11,S4,21061
12,S4,21061
14,S4,21061
11,S4,21061
10,S4,21061
9,S4,21061
17,S4,21061
12,S4,21061
8,S4,21061
5,S4,21061
9,S4,21061
16,S4,21061
7,S4,21061
5,S4,21061
10,S4,21061
6,S4,21061
8,S4,21061
6,S4,21061
11,S4,21061
7,S4,21061
11,S4,21061
6,S4,21061
6,S4,21061
7,S4,21061
10,S4,21061
8,S4,21061
10,S4,21061
5,S4,21061
21,S4,21061
10,S4,21061
10,S4,21061
15,S4,21061
9,S4,21061
6,S4,21061
12,S4,21061
7,S4,21061
10,S4,21061
6,S4,21061
8,S4,21061
10,S4,21061
6,S4,21061
8,S4,21061
11,S4,21061
9,S4,21061
5,S4,21061
5,S4,21061
10,S4,21061
8,S4,21061
9,S4,21061
8,S4,21061
7,S4,21061
13,S4,21061
7,S4,21061
9,S4,21061
6,S4,21061
10,S4,21061
11,S4,21061
23,S4,21061
11,S4,21061
11,S4,21061
9,S4,21061
7,S4,21061
17,S4,21061
6,S4,21061
7,S4,21061
8,S4,21061
9,S4,21061
12,S4,21061
9,S4,21061
9,S4,21061
7,S4,21061
10,S4,21061
8,S4,21061
7,S4,21061
7,S4,21061
8,S4,21061
5,S4,21061
8,S4,21061
16,S4,21061
25,S4,21061
8,S4,21061
8,S4,21061
12,S4,21061
17,S4,21061
11,S4,21061
10,S4,21061
7,S4,21061
16,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
6,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
10,S4,21061
10,S4,21061
13,S4,21061
9,S4,21061
10,S4,21061
9,S4,21061
6,S4,21061
10,S4,21061
8,S4,21061
6,S4,21061
18,S4,21061
7,S4,21061
8,S4,21061
6,S4,21061
17,S4,21061
8,S4,21061
30,S4,21061
25,S4,21061
8,S4,21061
11,S4,21061
11,S4,21061
9,S4,21061
5,S4,21061
12,S4,21061
8,S4,21061
7,S4,21061
11,S4,21061
14,S4,21061
7,S4,21061
8,S4,21061
6,S4,21061
4,S4,21061
11,S4,21061
14,S4,21061
9,S4,21061
9,S4,21061
7,S4,21061
6,S4,21061
6,S4,21061
14,S4,21061
12,S4,21061
6,S4,21061
10,S4,21061
15,S4,21061
12,S4,21061
8,S4,21061
11,S4,21061
7,S4,21061
8,S4,21061
11,S4,21061
22,S4,21061
8,S4,21061
11,S4,21061
11,S4,21061
10,S4,21061
15,S4,21061
21,S4,21061
6,S4,21061
13,S4,21061
8,S4,21061
14,S4,21061
8,S4,21061
7,S4,21061
11,S4,21061
13,S4,21061
7,S4,21061
16,S4,21061
9,S4,21061
7,S4,21061
6,S4,21061
13,S4,21061
12,S4,21061
9,S4,21061
6,S4,21061
6,S4,21061
8,S4,21061
8,S4,21061
15,S4,21061
6,S4,21061
7,S4,21061
6,S4,21061
10,S4,21061
10,S4,21061
11,S4,21061
7,S4,21061
8,S4,21061
22,S4,21061
8,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
14,S4,21061
6,S4,21061
12,S4,21061
17,S4,21061
6,S4,21061
13,S4,21061
7,S4,21061
10,S4,21061
8,S4,21061
7,S4,21061
9,S4,21061
12,S4,21061
83,S4,21061
10,S4,21061
8,S4,21061
16,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
6,S4,21061
15,S4,21061
12,S4,21061
11,S4,21061
11,S4,21061
7,S4,21061
14,S4,21061
10,S4,21061
10,S4,21061
11,S4,21061
11,S4,21061
13,S4,21061
8,S4,21061
11,S4,21061
10,S4,21061
10,S4,21061
11,S4,21061
10,S4,21061
10,S4,21061
7,S4,21061
7,S4,21061
6,S4,21061
13,S4,21061
5,S4,21061
13,S4,21061
10,S4,21061
5,S4,21061
9,S4,21061
18,S4,21061
5,S4,21061
11,S4,21061
8,S4,21061
7,S4,21061
6,S4,21061
10,S4,21061
14,S4,21061
7,S4,21061
6,S4,21061
14,S4,21061
7,S4,21061
7,S4,21061
8,S4,21061
8,S4,21061
19,S4,21061
14,S4,21061
7,S4,21061
11,S4,21061
8,S4,21061
7,S4,21061
7,S4,21061
9,S4,21061
6,S4,21061
9,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
11,S4,21061
7,S4,21061
8,S4,21061
11,S4,21061
9,S4,21061
12,S4,21061
15,S4,21061
11,S4,21061
7,S4,21061
12,S4,21061
12,S4,21061
7,S4,21061
7,S4,21061
8,S4,21061
12,S4,21061
72,S4,21061
51,S4,21061
55,S4,21061
42,S4,21061
34,S4,21061
95,S4,21061
52,S4,21061
39,S4,21061
33,S4,21061
65,S4,21061
40,S4,21061
38,S4,21061
51,S4,21061
35,S4,21061
41,S4,21061
49,S4,21061
59,S4,21061
50,S4,21061
39,S4,21061
91,S4,21061
45,S4,21061
75,S4,21061
89,S4,21061
62,S4,21061
47,S4,21061
52,S4,21061
60,S4,21061
76,S4,21061
43,S4,21061
196,S4,21061
120,S4,21061
44,S4,21061
36,S4,21061
48,S4,21061
39,S4,21061
77,S4,21061
54,S4,21061
38,S4,21061
125,S4,21061
45,S4,21061
42,S4,21061
36,S4,21061
44,S4,21061
46,S4,21061
40,S4,21061
45,S4,21061
60,S4,21061
52,S4,21061
50,S4,21061
49,S4,21061
63,S4,21061
40,S4,21061
43,S4,21061
136,S4,21061
40,S4,21061
43,S4,21061
44,S4,21061
37,S4,21061
47,S4,21061
73,S4,21061
46,S4,21061
66,S4,21061
89,S4,21061
50,S4,21061
76,S4,21061
45,S4,21061
40,S4,21061
35,S4,21061
58,S4,21061
69,S4,21061
61,S4,21061
36,S4,21061
55,S4,21061
35,S4,21061
38,S4,21061
53,S4,21061
57,S4,21061
108,S4,21061
46,S4,21061
81,S4,21061
36,S4,21061
46,S4,21061
54,S4,21061
37,S4,21061
36,S4,21061
71,S4,21061
64,S4,21061
40,S4,21061
76,S4,21061
67,S4,21061
44,S4,21061
35,S4,21061
50,S4,21061
71,S4,21061
53,S4,21061
56,S4,21061
42,S4,21061
70,S4,21061
61,S4,21061
63,S4,21061
55,S4,21061
35,S4,21061
46,S4,21061
47,S4,21061
49,S4,21061
54,S4,21061
39,S4,21061
42,S4,21061
39,S4,21061
48,S4,21061
46,S4,21061
44,S4,21061
48,S4,21061
42,S4,21061
84,S4,21061
41,S4,21061
41,S4,21061
39,S4,21061
49,S4,21061
34,S4,21061
60,S4,21061
33,S4,21061
53,S4,21061
45,S4,21061
46,S4,21061
33,S4,21061
53,S4,21061
113,S4,21061
36,S4,21061
60,S4,21061
85,S4,21061
72,S4,21061
38,S4,21061
82,S4,21061
88,S4,21061
78,S4,21061
105,S4,21061
52,S4,21061
46,S4,21061
43,S4,21061
35,S4,21061
44,S4,21061
81,S4,21061
33,S4,21061
51,S4,21061
49,S4,21061
76,S4,21061
34,S4,21061
42,S4,21061
41,S4,21061
46,S4,21061
46,S4,21061
72,S4,21061
39,S4,21061
69,S4,21061
45,S4,21061
51,S4,21061
48,S4,21061
37,S4,21061
35,S4,21061
52,S4,21061
41,S4,21061
53,S4,21061
64,S4,21061
67,S4,21061
86,S4,21061
54,S4,21061
59,S4,21061
55,S4,21061
50,S4,21061
35,S4,21061
97,S4,21061
47,S4,21061
36,S4,21061
43,S4,21061
39,S4,21061
74,S4,21061
34,S4,21061
39,S4,21061
38,S4,21061
55,S4,21061
47,S4,21061
58,S4,21061
53,S4,21061
57,S4,21061
83,S4,21061
50,S4,21061
35,S4,21061
36,S4,21061
89,S4,21061
37,S4,21061
44,S4,21061
66,S4,21061
44,S4,21061
45,S4,21061
39,S4,21061
51,S4,21061
92,S4,21061
38,S4,21061
51,S4,21061
61,S4,21061
36,S4,21061
47,S4,21061
46,S4,21061
61,S4,21061
35,S4,21061
97,S4,21061
75,S4,21061
79,S4,21061
91,S4,21061
77,S4,21061
59,S4,21061
79,S4,21061
47,S4,21061
63,S4,21061
48,S4,21061
39,S4,21061
94,S4,21061
45,S4,21061
49,S4,21061
40,S4,21061
47,S4,21061
99,S4,21061
43,S4,21061
72,S4,21061
100,S4,21061
60,S4,21061
101,S4,21061
74,S4,21061
62,S4,21061
64,S4,21061
34,S4,21061
43,S4,21061
56,S4,21061
64,S4,21061
61,S4,21061
38,S4,21061
61,S4,21061
49,S4,21061
38,S4,21061
70,S4,21061
37,S4,21061
37,S4,21061
44,S4,21061
47,S4,21061
84,S4,21061
101,S4,21061
58,S4,21061
35,S4,21061
100,S4,21061
90,S4,21061
84,S4,21061
51,S4,21061
48,S4,21061
44,S4,21061
46,S4,21061
52,S4,21061
55,S4,21061
67,S4,21061
44,S4,21061
40,S4,21061
202,S4,21061
58,S4,21061
54,S4,21061
85,S4,21061
60,S4,21061
86,S4,21061
87,S4,21061
45,S4,21061
42,S4,21061
40,S4,21061
38,S4,21061
69,S4,21061
36,S4,21061
72,S4,21061
66,S4,21061
68,S4,21061
85,S4,21061
42,S4,21061
62,S4,21061
36,S4,21061
64,S4,21061
44,S4,21061
40,S4,21061
44,S4,21061
72,S4,21061
48,S4,21061
35,S4,21061
57,S4,21061
95,S4,21061
44,S4,21061
45,S4,21061
65,S4,21061
38,S4,21061
61,S4,21061
57,S4,21061
35,S4,21061
54,S4,21061
46,S4,21061
83,S4,21061
60,S4,21061
63,S4,21061
87,S4,21061
47,S4,21061
56,S4,21061
81,S4,21061
47,S4,21061
74,S4,21061
35,S4,21061
40,S4,21061
47,S4,21061
51,S4,21061
52,S4,21061
146,S4,21061
36,S4,21061
57,S4,21061
35,S4,21061
40,S4,21061
38,S4,21061
37,S4,21061
65,S4,21061
39,S4,21061
79,S4,21061
67,S4,21061
40,S4,21061
53,S4,21061
41,S4,21061
43,S4,21061
33,S4,21061
44,S4,21061
68,S4,21061
55,S4,21061
96,S4,21061
62,S4,21061
49,S4,21061
44,S4,21061
53,S4,21061
33,S4,21061
64,S4,21061
37,S4,21061
46,S4,21061
41,S4,21061
49,S4,21061
41,S4,21061
49,S4,21061
91,S4,21061
40,S4,21061
46,S4,21061
43,S4,21061
63,S4,21061
49,S4,21061
91,S4,21061
57,S4,21061
54,S4,21061
85,S4,21061
51,S4,21061
89,S4,21061
85,S4,21061
58,S4,21061
57,S4,21061
71,S4,21061
52,S4,21061
35,S4,21061
88,S4,21061
48,S4,21061
38,S4,21061
101,S4,21061
46,S4,21061
46,S4,21061
46,S4,21061
61,S4,21061
81,S4,21061
66,S4,21061
46,S4,21061
53,S4,21061
78,S4,21061
36,S4,21061
40,S4,21061
36,S4,21061
70,S4,21061
7,S4,21061
323,S4,21061
7,S4,21061
16,S4,21061
7,S4,21061
8,S4,21061
22,S4,21061
19,S4,21061
9,S4,21061
10,S4,21061
7,S4,21061
6,S4,21061
7,S4,21061
19,S4,21061
13,S4,21061
11,S4,21061
17,S4,21061
17,S4,21061
11,S4,21061
18,S4,21061
7,S4,21061
6,S4,21061
6,S4,21061
8,S4,21061
15,S4,21061
10,S4,21061
14,S4,21061
27,S4,21061
24,S4,21061
14,S4,21061
14,S4,21061
19,S4,21061
6,S4,21061
13,S4,21061
7,S4,21061
12,S4,21061
11,S4,21061
7,S4,21061
8,S4,21061
12,S4,21061
12,S4,21061
6,S4,21061
12,S4,21061
16,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
14,S4,21061
14,S4,21061
8,S4,21061
7,S4,21061
12,S4,21061
6,S4,21061
7,S4,21061
7,S4,21061
17,S4,21061
9,S4,21061
18,S4,21061
7,S4,21061
9,S4,21061
8,S4,21061
7,S4,21061
11,S4,21061
8,S4,21061
8,S4,21061
7,S4,21061
7,S4,21061
8,S4,21061
28,S4,21061
17,S4,21061
15,S4,21061
11,S4,21061
6,S4,21061
15,S4,21061
8,S4,21061
17,S4,21061
7,S4,21061
9,S4,21061
20,S4,21061
7,S4,21061
17,S4,21061
8,S4,21061
10,S4,21061
8,S4,21061
7,S4,21061
6,S4,21061
8,S4,21061
14,S4,21061
6,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
13,S4,21061
55,S4,21061
13,S4,21061
14,S4,21061
8,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
8,S4,21061
10,S4,21061
12,S4,21061
7,S4,21061
12,S4,21061
7,S4,21061
78,S4,21061
9,S4,21061
8,S4,21061
19,S4,21061
11,S4,21061
18,S4,21061
11,S4,21061
7,S4,21061
9,S4,21061
9,S4,21061
9,S4,21061
17,S4,21061
12,S4,21061
10,S4,21061
9,S4,21061
6,S4,21061
8,S4,21061
7,S4,21061
7,S4,21061
10,S4,21061
24,S4,21061
14,S4,21061
15,S4,21061
9,S4,21061
11,S4,21061
10,S4,21061
9,S4,21061
14,S4,21061
10,S4,21061
15,S4,21061
19,S4,21061
15,S4,21061
8,S4,21061
7,S4,21061
19,S4,21061
7,S4,21061
8,S4,21061
6,S4,21061
14,S4,21061
9,S4,21061
8,S4,21061
8,S4,21061
8,S4,21061
13,S4,21061
7,S4,21061
14,S4,21061
7,S4,21061
10,S4,21061
7,S4,21061
16,S4,21061
6,S4,21061
9,S4,21061
14,S4,21061
13,S4,21061
7,S4,21061
7,S4,21061
11,S4,21061
7,S4,21061
9,S4,21061
7,S4,21061
19,S4,21061
9,S4,21061
15,S4,21061
21,S4,21061
14,S4,21061
10,S4,21061
10,S4,21061
10,S4,21061
8,S4,21061
7,S4,21061
9,S4,21061
12,S4,21061
6,S4,21061
12,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
13,S4,21061
9,S4,21061
12,S4,21061
9,S4,21061
11,S4,21061
19,S4,21061
11,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
6,S4,21061
35,S4,21061
8,S4,21061
10,S4,21061
9,S4,21061
6,S4,21061
8,S4,21061
15,S4,21061
7,S4,21061
9,S4,21061
7,S4,21061
9,S4,21061
7,S4,21061
10,S4,21061
9,S4,21061
10,S4,21061
9,S4,21061
14,S4,21061
7,S4,21061
12,S4,21061
12,S4,21061
17,S4,21061
6,S4,21061
8,S4,21061
12,S4,21061
9,S4,21061
9,S4,21061
12,S4,21061
10,S4,21061
11,S4,21061
8,S4,21061
7,S4,21061
9,S4,21061
7,S4,21061
10,S4,21061
10,S4,21061
15,S4,21061
8,S4,21061
7,S4,21061
8,S4,21061
16,S4,21061
16,S4,21061
16,S4,21061
7,S4,21061
7,S4,21061
11,S4,21061
8,S4,21061
10,S4,21061
8,S4,21061
18,S4,21061
9,S4,21061
8,S4,21061
13,S4,21061
8,S4,21061
9,S4,21061
9,S4,21061
8,S4,21061
13,S4,21061
17,S4,21061
10,S4,21061
7,S4,21061
10,S4,21061
10,S4,21061
7,S4,21061
9,S4,21061
9,S4,21061
8,S4,21061
7,S4,21061
17,S4,21061
11,S4,21061
14,S4,21061
6,S4,21061
12,S4,21061
11,S4,21061
11,S4,21061
10,S4,21061
22,S4,21061
7,S4,21061
12,S4,21061
7,S4,21061
10,S4,21061
8,S4,21061
7,S4,21061
14,S4,21061
8,S4,21061
15,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
11,S4,21061
7,S4,21061
9,S4,21061
15,S4,21061
8,S4,21061
10,S4,21061
11,S4,21061
8,S4,21061
13,S4,21061
14,S4,21061
11,S4,21061
16,S4,21061
8,S4,21061
16,S4,21061
7,S4,21061
9,S4,21061
11,S4,21061
10,S4,21061
12,S4,21061
8,S4,21061
13,S4,21061
6,S4,21061
14,S4,21061
9,S4,21061
11,S4,21061
11,S4,21061
11,S4,21061
7,S4,21061
10,S4,21061
13,S4,21061
13,S4,21061
8,S4,21061
7,S4,21061
9,S4,21061
7,S4,21061
20,S4,21061
12,S4,21061
11,S4,21061
8,S4,21061
6,S4,21061
17,S4,21061
13,S4,21061
7,S4,21061
7,S4,21061
12,S4,21061
27,S4,21061
7,S4,21061
7,S4,21061
9,S4,21061
8,S4,21061
6,S4,21061
7,S4,21061
9,S4,21061
12,S4,21061
9,S4,21061
7,S4,21061
7,S4,21061
11,S4,21061
14,S4,21061
20,S4,21061
13,S4,21061
13,S4,21061
9,S4,21061
13,S4,21061
7,S4,21061
6,S4,21061
13,S4,21061
16,S4,21061
59,S4,21061
23,S4,21061
13,S4,21061
16,S4,21061
12,S4,21061
17,S4,21061
10,S4,21061
12,S4,21061
6,S4,21061
12,S4,21061
6,S4,21061
8,S4,21061
11,S4,21061
48,S4,21061
11,S4,21061
10,S4,21061
7,S4,21061
6,S4,21061
7,S4,21061
6,S4,21061
6,S4,21061
6,S4,21061
7,S4,21061
10,S4,21061
7,S4,21061
8,S4,21061
11,S4,21061
7,S4,21061
12,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
12,S4,21061
9,S4,21061
12,S4,21061
13,S4,21061
7,S4,21061
12,S4,21061
6,S4,21061
8,S4,21061
8,S4,21061
13,S4,21061
12,S4,21061
11,S4,21061
11,S4,21061
6,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
11,S4,21061
13,S4,21061
13,S4,21061
12,S4,21061
7,S4,21061
7,S4,21061
6,S4,21061
12,S4,21061
7,S4,21061
8,S4,21061
17,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
9,S4,21061
14,S4,21061
7,S4,21061
14,S4,21061
6,S4,21061
6,S4,21061
7,S4,21061
8,S4,21061
7,S4,21061
11,S4,21061
8,S4,21061
13,S4,21061
24,S4,21061
10,S4,21061
6,S4,21061
7,S4,21061
12,S4,21061
6,S4,21061
11,S4,21061
7,S4,21061
10,S4,21061
7,S4,21061
7,S4,21061
12,S4,21061
11,S4,21061
10,S4,21061
8,S4,21061
22,S4,21061
6,S4,21061
21,S4,21061
20,S4,21061
7,S4,21061
7,S4,21061
13,S4,21061
6,S4,21061
10,S4,21061
6,S4,21061
10,S4,21061
8,S4,21061
8,S4,21061
6,S4,21061
13,S4,21061
7,S4,21061
7,S4,21061
8,S4,21061
14,S4,21061
6,S4,21061
9,S4,21061
7,S4,21061
7,S4,21061
7,S4,21061
10,S4,21061
6,S4,21061
7,S4,21061
9,S4,21061
6,S4,21061
9,S4,21061
9,S4,21061
8,S4,21061
8,S4,21061
6,S4,21061
8,S4,21061
13,S4,21061
5,S4,21061
6,S4,21061
9,S4,21061
30,S4,21061
10,S4,21061
8,S4,21061
10,S4,21061
10,S4,21061
20,S4,21061
13,S4,21061
10,S4,21061
14,S4,21061
10,S4,21061
13,S4,21061
7,S4,21061
13,S4,21061
8,S4,21061
9,S4,21061
19,S4,21061
8,S4,21061
8,S4,21061
13,S4,21061
8,S4,21061
13,S4,21061
7,S4,21061
9,S4,21061
7,S4,21061
12,S4,21061
11,S4,21061
9,S4,21061
8,S4,21061
10,S4,21061
8,S4,21061
8,S4,21061
8,S4,21061
10,S4,21061
9,S4,21061
8,S4,21061
10,S4,21061
8,S4,21061
7,S4,21061
14,S4,21061
9,S4,21061
15,S4,21061
13,S4,21061
7,S4,21061
8,S4,21061
9,S4,21061
7,S4,21061
11,S4,21061
11,S4,21061
9,S4,21061
8,S4,21061
7,S4,21061
9,S4,21061
